sourceKeyword,PRDLST_NM,PRDLST_DCNM,POG_DAYCNT,QLITY_MNTNC_TMLMT_DAYCNT,BSSH_NM,PRDLST_REPORT_NO,PRMS_DT,LAST_UPDT_DTM
생선,SB 흰살생선파래김묽은죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037741,20220413,20220414
생선,SB 흰살생선홍미묽은죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037759,20220413,20220415
생선,SC 시금치당근생선옹근죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037626,20220408,20220414
생선,SC 아스파라거스생선옹근죽,영.유아용 이유식,제조일로부터 1개월까지,,(주)에코맘의 산골이유식,20200614037831,20220531,20220603
고등어,(건)고구마순고등어조림,조림류,제조일로부터 6일,,라임에프앤비(주),20210222240448,20221209,20240201
고등어,(유동)고등어보일드,기타 수산물가공품,제조일로부터 3년,,(주)동림식품,19730618007112,20121005,20230817
고등어,136고등어회(필렛),기타 수산물가공품,제조일자로부터 3일,,주식회사 본네이처,2021037996815,20230807,20230823
고등어,1400도 직화 고등어,즉석조리식품,제조일로부터 90일,-,참손푸드(주),1999012815835,20230915,20251219
고등어,1400도 직화 순살고등어,즉석조리식품,제조일로부터 90일,-,참손푸드(주),1999012815836,20230915,20251224
고등어,2분완성 특허받은 구운 간고등어,기타 수산물가공품,24개월,24개월,풍미어장,2020012813527,20240422,20260113
고등어,365℃화덕구이 자반고등어,기타 수산물가공품,제조일로부터 12개월까지,,피쉬베이커리,2011027533942,20230220,20230304
고등어,4짜 고등어,기타 수산물가공품,제조일로부터 12개월까지,,(주)등푸른식품,20000144393229,20230829,20230905
고등어,99.9 가시없는 순살 고등어,기타 수산물가공품,제조일로부터 24개월까지,,천일에스에프,20170568011120,20240523,20260304
고등어,99.9 가시없는 순살 노르웨이 고등어,기타 수산물가공품,제조일로부터 24개월까지,,천일에스에프,20170568011121,20240523,20260304
고등어,99.9 가시없는 순살간고등어,기타 수산물가공품,제조일로부터 24개월,,디스이즈 주식회사,20130403079400,20251010,20251018
고등어,B-23 고등어무조림 도시락,즉석섭취식품,상온에서 8시간,,(주)해림푸드시스템,20130141524100,20201020,20201021
고등어,FF)자반고등어구이,기타 수산물가공품,제조일로부터 3일,해당사항없음,신갈CK,20120347044759,20251029,20251031
고등어,FM화곡-고등어무조림용소스,소스,제조일로부터 6개월,,태원식품산업(주),1985031100115135,20241106,20241115
고등어,Grilled 고등어,기타 수산물가공품,제조일로부터 12개월까지,,청우 F&B 제2공장,2021053108623,20220916,20220921
고등어,Hallo! 국산 고등어,기타 수산물가공품,제조일로부터 12개월까지,,(주)씨글로벌,2012027517588,20210727,20250516
고등어,Hallo! 노르웨이 고등어,기타 수산물가공품,제조일로부터 12개월까지,,(주)씨글로벌,2012027517587,20210615,20210618
고등어,Hallo! 노르웨이고등어,기타 수산물가공품,-18도 이하냉동보관 12개월,,(주)바다마을,2002016854559,20170216,20180117
고등어,Hallo! 한끼 순살 노르웨이고등어,기타 수산물가공품,제조일로부터 12개월까지,,(주)씨글로벌,20120275175124,20250605,20250606
고등어,L-소스(고등어무조림),소스,제조일로부터 1개월,,라임에프앤비(주),20210222240763,20250605,20250610
